---------------------------------
Intention: Pulse testing
Sensor: Ketek Sipm PM3315
Amplifire: ThorLabs AMP220
ND Filter: ThorLabs ND06A
Water volume: 7.0dl
Data acquisition: Redpitaya STEMlab 125-14
Redpitaya decimation:65536
Redpitaya trigger level:0.015
Redpitaya trigger delay:7000
Location: JSI TRIGA reactor (F4)
Pulse ID: 702
Date and time:18/11/2022 13:32:30
---------------------------------
Time,Voltage
0.5594494420841115,0.011707
0.5599737620860648,0.011707
0.5604980820880181,0.011707
0.5610224020899713,0.011707
0.5615467220919246,0.011707
0.5620710420938778,0.012093
0.562595362095831,0.0122216
0.5631196820977843,0.0123503
0.5636440020997375,0.012093
0.5641683221016908,0.012093
0.564692642103644,0.0122216
0.5652169621055972,0.0119643
0.5657412821075505,0.0118357
0.5662656021095037,0.0119643
0.566789922111457,0.011707
0.5673142421134102,0.0114497
0.5678385621153634,0.0113211
0.5683628821173167,0.0114497
0.5688872021192699,0.0114497
0.5694115221212233,0.0114497
0.5699358421231765,0.0115784
0.5704601621251297,0.0115784
0.570984482127083,0.0115784
0.5715088021290362,0.0115784
0.5720331221309894,0.0110638
0.5725574421329427,0.0109351
0.5730817621348959,0.0108065
0.5736060821368492,0.0110638
0.5741304021388024,0.0111924
0.5746547221407556,0.0110638
0.5751790421427089,0.0111924
0.5757033621446621,0.0113211
0.5762276821466153,0.0111924
0.5767520021485686,0.0115784
0.5772763221505218,0.011707
0.5778006421524751,0.0118357
0.5783249621544283,0.0118357
0.5788492821563817,0.0118357
0.5793736021583349,0.011707
0.5798979221602881,0.011707
0.5804222421622414,0.011707
0.5809465621641946,0.011707
0.5814708821661478,0.011707
0.5819952021681011,0.012093
0.5825195221700543,0.0122216
0.5830438421720076,0.0124789
0.5835681621739608,0.0122216
0.584092482175914,0.012093
0.5846168021778673,0.0122216
0.5851411221798205,0.012093
0.5856654421817737,0.0119643
0.586189762183727,0.012093
0.5867140821856802,0.0119643
0.5872384021876335,0.0115784
0.5877627221895867,0.0114497
0.58828704219154,0.0114497
0.5888113621934933,0.0115784
0.5893356821954465,0.0115784
0.5898600021973998,0.0115784
0.590384322199353,0.011707
0.5909086422013062,0.011707
0.5914329622032595,0.011707
0.5919572822052127,0.0111924
0.592481602207166,0.0111924
0.5930059222091192,0.0108065
0.5935302422110724,0.0111924
0.5940545622130257,0.0113211
0.5945788822149789,0.0111924
0.5951032022169321,0.0113211
0.5956275222188854,0.0114497
0.5961518422208386,0.0114497
0.5966761622227919,0.0115784
0.5972004822247452,0.0119643
0.5977248022266984,0.0119643
0.5982491222286517,0.012093
0.5987734422306049,0.0119643
0.5992977622325582,0.0119643
0.5998220822345114,0.0119643
0.6003464022364646,0.0119643
0.6008707222384179,0.0119643
0.6013950422403711,0.0119643
0.6019193622423243,0.0123503
0.6024436822442776,0.0126076
0.6029680022462308,0.0128649
0.603492322248184,0.0126076
0.6040166422501373,0.0124789
0.6045409622520905,0.0127362
0.6050652822540438,0.0126076
0.605589602255997,0.0124789
0.6061139222579502,0.0124789
0.6066382422599036,0.0124789
0.6071625622618568,0.012093
0.6076868822638101,0.0119643
0.6082112022657633,0.0119643
0.6087355222677165,0.012093
0.6092598422696698,0.0122216
0.609784162271623,0.0122216
0.6103084822735763,0.0123503
0.6108328022755295,0.0123503
0.6113571222774827,0.0123503
0.611881442279436,0.012093
0.6124057622813892,0.0119643
0.6129300822833424,0.011707
0.6134544022852957,0.0119643
0.6139787222872489,0.0122216
0.6145030422892022,0.0122216
0.6150273622911554,0.0123503
0.6155516822931086,0.0126076
0.616076002295062,0.0126076
0.6166003222970152,0.0128649
0.6171246422989685,0.0131222
0.6176489623009217,0.0133795
